NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Outliers,Interpretation
14.0,8.1,1.8,0.6,6.9,38.0,61.0,0.0,2.2,1.0,1.1,0.6,0.5,0.2,3536.0,11.0,1103.0,104.0,1483.0,0.3,0.9,3.2,0.3,108.0,0.1,Caution,['PB'],Viscosity not consistent with stated grade. Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
17.0,14.0,2.8,1.0,27.0,65.0,3.0,0.0,1.9,1.4,3.3,0.6,0.2,0.0,3768.0,15.0,1146.0,104.0,1554.0,2.4,1.7,2.1,0.0,108.6,0.1,Normal,['AG'],Condition satisfactory.
17.0,10.0,2.2,0.8,3.6,42.0,0.0,0.0,1.2,1.4,1.6,0.6,0.2,0.0,3702.0,15.0,1140.0,104.0,1523.0,1.0,1.7,1.8,0.0,109.4,0.1,Normal,['AG'],Condition satisfactory.
17.0,10.0,2.3,0.6,15.0,48.0,1.6,0.0,0.7,0.0,1.7,0.1,0.0,0.0,3668.0,11.0,1106.0,122.0,1466.0,1.3,0.0,1.4,0.0,107.6,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
11.0,13.0,4.9,1.0,32.0,139.0,0.0,0.9,2.4,1.0,1.5,0.6,0.2,0.2,2882.0,14.0,954.0,96.0,1227.0,1.0,1.1,2.6,0.0,85.5,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. Report re-issued. (1)
13.0,15.0,3.1,0.9,4.2,65.0,1.4,0.0,2.8,1.0,1.6,0.7,0.2,0.2,3486.0,19.0,1058.0,104.0,1409.0,0.4,1.1,1.8,0.0,103.8,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
11.0,9.4,1.8,0.3,59.0,281.0,1.9,1.0,1.7,0.0,2.4,0.0,0.0,0.1,3273.0,12.0,1055.0,105.0,1332.0,0.9,0.0,0.8,0.0,104.7,0.1,Normal,[],Condition satisfactory.
12.0,11.0,1.6,0.2,0.9,33.0,1.3,0.0,1.9,0.0,0.7,0.1,0.1,0.0,3505.0,14.0,1075.0,113.0,1406.0,0.1,0.0,0.8,0.0,106.6,0.1,Normal,[],Condition satisfactory.
3.3,13.0,0.7,0.6,5.7,28.0,0.0,0.0,0.7,1.1,0.5,0.6,0.2,0.6,20.0,4.3,2000.0,12.0,4.3,0.2,1.3,0.0,0.0,188.2,0.1,Serious,"['CA', 'ZN']",Very high viscosity. Wear appears satisfactory. Visible debris present. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.5,47.0,8.1,1.9,52.0,202.0,0.0,1.4,0.8,1.0,3.3,1.1,0.3,8.0,39.0,4.3,2000.0,11.0,18.0,1.9,1.3,2.5,0.0,187.7,0.1,Serious,"['BA', 'CA', 'ZN']",Visible debris present. High viscosity noted. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.2,9.0,3.4,0.5,15.0,33.0,1.3,0.0,1.6,0.0,0.8,0.1,0.1,0.1,2773.0,6.4,921.0,90.0,1214.0,0.3,0.0,1.4,0.3,91.5,0.1,Normal,[],Condition satisfactory.
7.9,12.0,3.6,0.7,16.0,67.0,0.5,0.1,0.6,0.0,1.1,0.1,0.1,0.0,3113.0,6.9,1004.0,99.0,1323.0,0.2,0.0,1.7,0.2,100.3,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
8.0,13.0,1.9,1.4,75.0,592.0,2.0,0.4,1.4,0.0,4.4,0.0,0.1,0.0,3241.0,7.6,1052.0,92.0,1192.0,0.6,0.0,1.6,0.1,111.3,0.1,Normal,[],Condition satisfactory.
16.0,25.0,5.2,1.0,39.0,91.0,0.0,0.9,3.2,1.0,1.3,0.9,0.2,0.2,3384.0,23.0,1045.0,97.0,1370.0,0.5,1.6,11.0,0.0,104.3,0.1,Normal,['K'],Condition satisfactory.
16.0,17.0,3.6,0.8,24.0,47.0,0.0,0.0,3.2,1.0,0.7,0.8,0.2,0.3,3420.0,23.0,1079.0,98.0,1392.0,0.2,1.4,11.0,0.0,104.0,0.1,Serious,['K'],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
16.0,20.0,4.1,0.9,27.0,59.0,0.0,0.4,3.4,1.1,0.9,0.9,0.3,0.3,3433.0,24.0,1090.0,99.0,1401.0,0.4,1.4,13.0,0.0,103.7,0.1,Normal,['K'],Condition satisfactory.
14.0,8.9,3.7,0.7,45.0,80.0,1.3,0.0,3.1,0.0,2.3,0.1,0.0,0.0,3264.0,21.0,1077.0,108.0,1346.0,0.5,0.0,0.8,0.0,103.6,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
14.0,8.7,3.5,0.6,43.0,77.0,0.8,0.8,3.2,0.0,2.4,0.1,0.0,0.0,3264.0,20.0,1079.0,107.0,1344.0,0.3,0.0,0.3,0.0,102.7,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
12.0,13.0,9.2,1.9,119.0,273.0,2.9,1.7,3.1,0.0,8.1,0.5,0.1,0.1,2543.0,18.0,1354.0,84.0,1041.0,1.4,0.1,1.0,0.1,119.7,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
14.0,13.0,5.2,2.4,50.0,230.0,0.0,0.8,5.7,1.0,5.9,1.1,0.2,0.6,2527.0,14.0,1393.0,75.0,1038.0,1.0,1.2,1.8,0.0,122.9,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
13.0,13.0,5.2,2.1,45.0,213.0,0.0,0.8,2.6,1.0,6.7,1.0,0.2,0.1,2602.0,14.0,1377.0,76.0,1039.0,1.0,1.3,1.6,0.0,122.4,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
13.0,20.0,6.9,2.3,71.0,205.0,0.0,0.8,2.9,1.1,6.8,1.0,0.3,0.3,2786.0,16.0,1297.0,83.0,1139.0,1.0,1.4,1.8,0.0,116.5,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
13.0,8.8,2.1,0.5,19.0,221.0,0.8,0.0,0.7,0.0,2.0,0.1,0.1,0.0,3327.0,10.0,1057.0,104.0,1386.0,0.4,0.0,1.1,0.0,107.4,0.1,Normal,[],Condition satisfactory.
13.0,11.0,3.0,0.4,16.0,262.0,0.6,1.3,0.1,0.0,2.6,0.1,0.0,0.1,3283.0,11.0,1039.0,110.0,1325.0,0.6,0.0,0.9,0.0,109.6,0.1,Normal,[],Condition satisfactory.
13.0,8.8,2.2,0.4,26.0,312.0,0.9,0.4,0.1,0.0,2.6,0.1,0.1,0.1,3174.0,9.4,1031.0,103.0,1275.0,0.7,0.0,0.9,0.0,108.0,0.1,Normal,[],Condition satisfactory.
12.0,10.0,5.2,0.9,45.0,130.0,0.6,0.8,0.5,0.0,4.4,0.7,0.0,0.0,2635.0,9.0,1405.0,92.0,1069.0,0.6,0.0,1.1,0.0,124.1,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
11.0,9.3,3.6,0.7,23.0,84.0,0.7,0.0,0.6,0.0,2.8,0.5,0.0,0.0,2671.0,8.5,1321.0,90.0,1084.0,0.4,0.0,1.2,0.0,124.9,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,9.4,3.9,0.9,37.0,135.0,0.6,0.3,0.6,0.0,3.9,0.7,0.0,0.1,2550.0,7.1,1374.0,88.0,1025.0,0.6,0.0,1.9,0.0,127.5,0.2,Serious,[],Visible free water and debris. Advice : Possible sampling problem; advise resample to confirm.
12.0,11.0,3.0,0.8,22.0,83.0,0.5,0.6,0.6,0.0,2.7,0.3,0.0,0.0,3177.0,9.5,1240.0,100.0,1290.0,0.4,0.1,0.9,0.0,116.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
13.0,11.0,3.7,0.8,31.0,88.0,0.3,0.0,0.5,0.0,3.3,0.3,0.0,0.0,2737.0,9.0,1340.0,87.0,1125.0,0.5,0.0,0.6,0.0,123.5,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
13.0,15.0,5.4,1.3,54.0,160.0,1.2,0.0,0.9,0.0,4.7,0.6,0.0,0.3,2842.0,8.6,1387.0,92.0,1149.0,0.8,0.0,1.6,0.0,122.3,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
15.0,12.0,2.2,0.9,5.0,45.0,0.0,0.0,4.8,1.1,1.9,0.7,0.2,0.1,3511.0,16.0,1077.0,95.0,1420.0,1.0,1.3,1.9,0.0,104.4,0.1,Normal,[],Condition satisfactory.
13.0,9.6,1.8,0.9,13.0,42.0,0.0,0.0,4.4,1.0,1.7,0.6,0.2,0.1,3462.0,15.0,1068.0,95.0,1406.0,0.8,1.3,1.5,0.0,103.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
15.0,10.0,1.7,0.8,5.2,35.0,0.0,0.0,4.8,1.1,1.4,0.7,0.2,0.1,3472.0,16.0,1084.0,98.0,1429.0,0.8,1.3,1.2,0.0,104.1,0.1,Normal,[],Condition satisfactory.
1.9,12.0,0.3,0.3,12.0,28.0,0.6,0.0,0.3,0.0,0.7,0.1,0.0,0.9,15.0,1.0,2000.0,4.5,18.0,0.3,0.2,0.5,0.0,187.2,0.1,Serious,"['CA', 'B', 'ZN']",Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,5.6,1.5,0.7,8.8,36.0,69.0,0.0,4.1,1.0,0.9,0.6,0.2,0.3,3343.0,18.0,1083.0,90.0,1393.0,0.0,1.7,1.3,0.0,102.1,0.1,Caution,['PB'],Viscosity not consistent with stated grade. Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
11.0,5.7,2.7,0.2,5.6,20.0,0.6,0.1,3.5,1.3,0.8,0.9,0.9,0.0,2700.0,15.0,872.0,80.0,1213.0,0.1,0.2,2.6,0.6,82.8,0.1,Normal,['AG'],Condition satisfactory.
12.0,8.7,2.9,0.5,5.4,32.0,0.5,0.1,3.5,1.3,0.9,0.9,0.8,0.0,3102.0,14.0,950.0,89.0,1338.0,0.2,0.2,3.1,0.6,93.9,0.1,Normal,['AG'],Condition satisfactory.
11.0,12.0,3.3,0.8,7.0,48.0,0.6,0.2,3.4,1.3,1.1,0.9,0.9,0.0,2940.0,14.0,948.0,85.0,1286.0,0.2,0.2,3.2,0.6,88.7,0.1,Normal,['AG'],Condition satisfactory.
5.0,20.0,7.7,0.9,69.0,168.0,2.0,1.7,1.3,1.3,3.0,1.0,0.9,0.0,3023.0,7.2,957.0,84.0,1275.0,0.5,0.2,2.7,0.6,95.5,0.1,Normal,['AG'],Condition satisfactory.
5.3,19.0,7.0,0.8,66.0,156.0,2.0,1.7,1.3,1.3,2.9,1.2,0.9,0.0,3212.0,7.6,987.0,89.0,1339.0,0.5,0.2,3.1,0.7,97.1,0.1,Normal,['AG'],Condition satisfactory.
11.0,11.0,2.1,0.5,68.0,80.0,1.1,2.7,0.9,1.3,2.2,0.9,0.9,1.1,3309.0,8.7,996.0,90.0,1377.0,0.2,8.1,4.2,0.7,107.4,0.1,Normal,"['AG', 'LI']",Condition satisfactory.
11.0,233.0,105.0,2.8,74.0,1029.0,1.1,3.0,1.7,0.0,10.0,5.0,0.4,1.8,3493.0,19.0,1064.0,110.0,1379.0,5.3,0.3,26.0,0.1,110.0,0.1,Serious,"['SI', 'AL', 'FE', 'TI', 'NI', 'K']",Visible debris present. Potassium suggests possible environmental contamination or contamination with a potassium based product. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. The ferrous debris result is higher than expected and suggests the presence of wear debris from a gear/ shaft type material. Advice : Change fluid and check unit for source of contamination. Check unit for abnormal noise and heat and feedback findings before next sample.
12.0,9.3,1.7,0.7,5.3,63.0,1.2,0.0,2.9,0.8,2.8,0.4,0.7,0.1,3458.0,25.0,1069.0,92.0,1378.0,0.6,1.2,0.0,0.0,104.4,0.1,Normal,[],Condition satisfactory.
11.0,12.0,3.5,0.5,2.3,26.0,78.0,0.0,3.7,0.8,0.3,0.4,0.8,0.4,3345.0,25.0,1036.0,91.0,1320.0,0.0,1.4,3.2,0.0,105.4,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,12.0,2.0,0.9,8.2,84.0,1.1,0.0,2.9,0.8,3.5,0.4,0.8,0.1,3306.0,25.0,1042.0,90.0,1334.0,0.8,1.2,2.6,0.0,104.6,0.1,Normal,[],Condition satisfactory.
12.0,14.0,2.6,0.9,16.0,55.0,2.1,0.0,3.3,0.8,2.1,0.6,0.7,0.2,3161.0,26.0,1032.0,90.0,1332.0,0.9,1.2,5.9,0.0,100.5,0.1,Normal,[],Condition satisfactory.
12.0,8.3,1.7,0.7,15.0,35.0,0.9,0.0,0.4,0.8,1.3,0.3,0.7,0.1,3411.0,13.0,1013.0,91.0,1346.0,0.8,1.3,2.5,0.0,110.0,0.1,Normal,[],Condition satisfactory.
12.0,8.6,2.0,0.9,15.0,57.0,0.8,0.0,0.4,0.8,2.7,0.3,0.7,0.0,3382.0,13.0,1055.0,89.0,1357.0,0.9,1.2,2.5,0.0,110.0,0.1,Normal,[],Condition satisfactory.
13.0,8.7,2.9,0.5,14.0,38.0,53.0,0.0,0.7,0.8,0.6,0.3,0.7,0.2,3360.0,12.0,1080.0,85.0,1370.0,0.0,1.9,3.4,0.0,104.2,0.1,Caution,[],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
12.0,11.0,2.3,0.9,7.6,68.0,0.9,0.0,0.5,0.8,2.2,0.3,0.7,0.1,3498.0,13.0,1054.0,90.0,1393.0,0.8,1.3,2.5,0.0,109.2,0.1,Normal,[],Condition satisfactory.
14.0,13.0,2.7,0.6,3.4,33.0,0.6,0.0,4.8,0.8,2.0,0.3,0.7,0.1,3497.0,14.0,1083.0,96.0,1398.0,1.0,1.2,2.7,0.0,104.7,0.1,Normal,[],Condition satisfactory.
13.0,16.0,2.8,1.1,63.0,94.0,5.8,1.3,1.8,0.8,6.3,0.5,0.8,0.4,3313.0,17.0,1082.0,95.0,1358.0,1.9,1.2,2.3,0.0,108.4,0.7,Serious,[],Appearance is Serious. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check for abnormal noise / heat & feedback findings. Sample secondary sampling points (if applicable) to pinpoint fault. Confirm any recent maintenance that has been performed on this sample compartment. If it does not involve a costly stopping of production and is relatively simple to perform; a visual inspection of the compartment may also be of benefit.
13.0,12.0,2.0,0.7,6.3,43.0,1.0,0.0,1.9,0.8,3.6,0.3,0.7,0.0,3423.0,15.0,1046.0,96.0,1376.0,0.5,1.2,2.0,0.0,107.9,0.1,Normal,[],Condition satisfactory.
16.0,9.2,2.4,0.9,18.0,53.0,1.6,0.0,0.5,0.8,3.0,0.4,0.7,0.3,3325.0,12.0,1045.0,90.0,1360.0,1.0,1.3,2.3,0.0,110.5,0.1,Normal,[],Condition satisfactory.
16.0,9.5,2.8,0.9,15.0,53.0,1.3,0.0,0.5,0.8,2.6,0.4,0.7,0.2,2874.0,12.0,1022.0,91.0,1322.0,0.9,1.2,2.6,0.0,109.6,0.1,Normal,[],Condition satisfactory.
16.0,10.0,2.8,0.9,31.0,51.0,1.5,0.0,0.6,0.8,3.0,0.5,0.7,0.1,3356.0,12.0,1070.0,91.0,1397.0,1.5,1.3,2.0,0.0,109.6,0.1,Normal,[],Condition satisfactory.
12.0,10.0,1.5,0.4,7.8,20.0,97.0,0.0,0.6,0.8,0.3,0.2,0.7,0.1,3338.0,11.0,1048.0,88.0,1354.0,0.0,2.0,3.2,0.0,101.6,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,9.1,2.8,0.5,26.0,55.0,2.2,0.2,1.3,1.1,2.6,0.9,0.9,0.5,3569.0,11.0,1045.0,95.0,1481.0,1.0,0.2,2.7,0.7,110.0,0.1,Normal,[],Condition satisfactory.
13.0,7.3,2.6,0.4,5.5,33.0,71.0,0.0,1.1,1.1,1.1,0.8,0.9,0.6,3366.0,9.5,1030.0,91.0,1417.0,0.2,1.0,2.9,0.7,107.2,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,9.0,2.9,0.6,10.0,49.0,1.4,0.1,1.2,1.1,2.1,0.9,0.9,0.4,3472.0,11.0,1033.0,95.0,1461.0,1.1,0.3,2.5,0.7,110.5,0.1,Normal,[],Condition satisfactory.
14.0,8.8,2.7,0.8,24.0,63.0,1.5,0.4,1.3,1.1,3.7,0.9,0.9,0.4,3392.0,11.0,1007.0,93.0,1419.0,2.0,0.3,2.5,0.7,110.3,0.1,Normal,[],Condition satisfactory.
15.0,11.0,2.3,0.9,11.0,69.0,1.8,0.0,2.0,0.8,3.9,0.3,0.7,0.2,3368.0,16.0,1076.0,95.0,1384.0,1.3,1.3,2.2,0.0,102.6,0.1,Normal,[],Condition satisfactory.
14.0,15.0,3.3,1.4,28.0,103.0,1.7,0.0,1.7,0.8,6.4,0.8,0.7,0.3,3308.0,18.0,1084.0,96.0,1364.0,2.8,1.2,2.7,0.0,105.7,0.1,Normal,[],Condition satisfactory.
15.0,11.0,2.4,0.9,36.0,63.0,1.0,0.0,1.8,0.8,4.8,0.4,0.7,0.0,3317.0,16.0,1073.0,96.0,1404.0,1.5,1.2,2.8,0.0,102.9,0.1,Normal,[],Condition satisfactory.
12.0,7.3,3.2,0.4,14.0,104.0,0.9,0.6,4.1,1.5,1.8,1.0,1.1,0.2,3529.0,12.0,1084.0,98.0,1496.0,0.3,0.2,3.3,0.8,104.9,0.1,Normal,['AG'],Condition satisfactory.
12.0,7.2,3.1,0.4,14.0,102.0,0.9,0.5,4.2,1.5,1.8,0.9,1.1,0.2,3633.0,13.0,1141.0,101.0,1539.0,0.3,0.2,3.2,0.8,106.6,0.1,Normal,['AG'],Condition satisfactory.
9.1,5.9,1.3,0.1,0.2,1.6,0.0,0.0,1.1,1.5,0.6,0.9,1.1,0.1,191.0,2.9,499.0,218.0,6.0,0.2,0.3,1.9,0.8,36.3,0.1,Serious,"['AG', 'B', 'ZN']",Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,15.0,5.4,0.8,66.0,114.0,5.6,0.5,3.2,0.8,1.1,0.4,0.3,0.0,3649.0,18.0,1244.0,104.0,1669.0,0.5,0.2,3.8,0.1,69.9,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). Advice : Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,12.0,3.6,0.6,93.0,130.0,8.1,0.5,2.6,0.8,1.3,0.4,0.3,0.0,3401.0,13.0,1041.0,96.0,1455.0,0.6,0.2,2.9,0.1,100.5,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
13.0,11.0,3.4,0.6,100.0,138.0,10.0,0.6,2.5,0.8,1.2,0.4,0.3,0.0,3440.0,13.0,1049.0,97.0,1467.0,0.5,0.2,2.6,0.1,102.5,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
17.0,11.0,2.6,0.6,7.2,44.0,0.7,0.1,1.6,0.8,2.5,0.3,0.3,0.0,3638.0,12.0,1070.0,104.0,1503.0,1.5,0.2,1.8,0.0,109.3,0.1,Normal,[],Condition satisfactory.
17.0,10.0,2.3,0.5,7.4,35.0,0.4,0.0,1.5,0.8,1.3,0.3,0.3,0.0,3538.0,12.0,1060.0,102.0,1468.0,0.8,0.2,1.6,0.0,108.5,0.1,Normal,[],Condition satisfactory.
17.0,9.9,2.5,0.6,5.7,47.0,0.4,0.0,1.6,0.8,2.0,0.3,0.3,0.0,3573.0,11.0,1088.0,103.0,1482.0,1.0,0.2,1.6,0.0,106.2,0.1,Normal,[],Condition satisfactory.
15.0,5.4,1.5,0.3,4.6,33.0,56.0,0.0,1.4,0.8,0.4,0.2,0.3,0.0,3523.0,10.0,1103.0,98.0,1479.0,0.1,0.5,1.6,0.0,101.5,0.1,Caution,[],Visible debris present. High viscosity noted. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
19.0,17.0,3.6,0.7,11.0,67.0,1.4,0.0,1.3,0.8,3.0,0.4,0.3,0.0,3545.0,9.8,1051.0,98.0,1447.0,2.0,0.2,2.1,0.0,107.6,0.1,Normal,[],Condition satisfactory.
22.0,11.0,2.8,0.7,10.0,59.0,1.4,0.0,1.6,0.8,3.6,0.3,0.3,0.0,3568.0,10.0,1068.0,100.0,1448.0,2.0,0.2,1.8,0.0,107.5,0.1,Normal,[],Condition satisfactory.
26.0,67.0,12.0,2.4,13.0,192.0,2.2,0.0,3.3,0.8,19.0,1.0,0.3,0.2,3489.0,14.0,1062.0,99.0,1446.0,4.3,0.2,6.2,0.0,104.9,0.1,Normal,"['NA', 'SI', 'MN', 'NI']",Condition satisfactory.
13.0,11.0,3.5,0.7,17.0,65.0,0.0,0.0,0.7,0.8,2.2,0.5,0.3,0.0,3059.0,8.6,1255.0,87.0,1272.0,0.3,0.2,1.9,0.0,118.0,0.1,Serious,[],Visible debris present (metal / metal-like particles). Advice : Possible sampling problem; advise resample to confirm.
14.0,12.0,3.6,0.6,26.0,62.0,0.4,0.1,0.7,0.8,2.3,0.5,0.3,0.0,3348.0,9.2,1345.0,94.0,1393.0,0.2,0.2,2.0,0.0,118.6,0.1,Normal,[],Condition satisfactory.
13.0,12.0,8.2,1.2,49.0,151.0,0.2,0.3,0.7,0.8,3.8,0.6,0.3,0.0,2778.0,8.0,1268.0,81.0,1158.0,0.6,0.2,2.1,0.0,123.7,0.1,Normal,[],Condition satisfactory.
13.0,9.9,3.9,0.5,35.0,153.0,0.9,0.4,4.0,0.0,1.7,0.1,0.1,0.1,3205.0,13.0,1043.0,100.0,1315.0,0.4,0.1,4.3,0.1,98.6,0.1,Normal,[],Condition satisfactory.
14.0,21.0,8.4,1.2,81.0,387.0,2.8,1.8,4.2,0.0,3.7,0.3,0.1,0.2,3463.0,14.0,1069.0,106.0,1348.0,1.0,0.1,7.4,0.0,106.4,0.1,Normal,[],Condition satisfactory.
9.0,16.0,9.4,0.8,96.0,95.0,1.1,0.3,3.2,0.0,5.4,0.4,0.1,0.1,3030.0,11.0,1235.0,103.0,1211.0,0.5,0.0,3.1,0.0,108.8,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
23.0,18.0,5.5,1.9,205.0,217.0,3.6,1.9,4.5,0.0,5.9,0.4,0.1,0.1,2954.0,15.0,1315.0,104.0,1193.0,1.4,0.0,2.3,0.0,116.6,0.1,Serious,['CU'],Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.   
17.0,24.0,8.5,1.6,62.0,161.0,0.4,0.7,3.9,0.0,3.9,0.7,0.1,0.2,3119.0,14.0,1216.0,102.0,1254.0,1.0,0.1,4.5,0.0,109.4,0.1,Normal,[],Condition satisfactory.
12.0,9.9,2.8,0.6,29.0,66.0,0.0,0.0,4.5,0.0,2.4,0.2,0.1,0.1,2933.0,15.0,1243.0,100.0,1153.0,0.4,0.0,0.9,0.0,115.7,0.1,Normal,[],Condition satisfactory.
13.0,63.0,21.0,0.6,130.0,110.0,1.8,1.8,4.7,0.0,3.0,1.1,0.1,0.3,3027.0,12.0,1250.0,96.0,1200.0,0.6,0.1,5.3,0.0,116.2,0.1,Normal,"['SI', 'AL']",Condition satisfactory.
13.0,12.0,3.5,0.5,38.0,64.0,0.0,0.0,4.5,0.0,2.1,0.2,0.1,0.2,3061.0,17.0,1177.0,100.0,1220.0,0.4,0.1,1.1,0.1,109.6,0.1,Normal,[],Condition satisfactory.
14.0,10.0,2.7,0.2,29.0,18.0,0.2,0.0,5.3,0.0,0.9,0.1,0.0,0.2,3533.0,12.0,1095.0,113.0,1405.0,0.1,1.3,1.0,0.0,106.1,0.1,Normal,[],Condition satisfactory.
16.0,15.0,2.5,0.3,9.2,21.0,0.0,0.2,0.7,0.8,0.4,0.3,0.3,0.0,3790.0,11.0,1159.0,106.0,1570.0,0.0,1.8,2.4,0.0,108.5,0.1,Caution,[],Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,15.0,5.6,1.0,60.0,126.0,0.4,2.7,1.2,0.0,3.8,1.0,0.1,0.1,2690.0,9.2,1257.0,88.0,1059.0,0.7,0.1,0.9,0.0,121.1,0.1,Normal,[],Condition satisfactory.
12.0,10.0,3.5,0.6,25.0,62.0,0.1,0.2,1.8,0.0,2.2,0.4,0.1,0.1,2821.0,8.6,1231.0,92.0,1117.0,0.4,0.1,0.5,0.0,118.9,0.1,Normal,[],Condition satisfactory.
17.0,18.0,5.2,0.8,26.0,86.0,0.0,0.0,1.7,0.0,7.6,1.4,0.0,0.2,3375.0,14.0,1093.0,110.0,1343.0,0.6,0.1,1.5,0.0,106.7,0.1,Normal,[],Condition satisfactory.
11.0,6.2,2.4,0.3,7.0,40.0,0.6,0.0,6.6,1.1,0.2,0.6,0.0,0.0,3228.0,27.0,1014.0,101.0,1358.0,0.0,1.1,3.1,0.0,108.0,0.1,Normal,[],Condition satisfactory.
9.8,6.1,2.0,0.4,12.0,41.0,1.1,0.0,5.6,1.1,0.2,0.5,0.0,0.0,2725.0,23.0,908.0,85.0,1209.0,0.0,1.2,2.3,0.0,89.5,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
8.7,12.0,4.1,1.0,110.0,176.0,1.7,0.0,6.8,1.1,1.7,0.6,0.1,0.3,2572.0,10.0,870.0,79.0,1132.0,0.4,1.1,5.6,0.0,79.9,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,13.0,2.7,0.3,51.0,27.0,1.6,0.0,2.8,1.1,0.2,0.6,0.0,0.1,3785.0,19.0,1115.0,109.0,1508.0,0.0,1.5,6.7,0.0,108.1,0.1,Normal,[],Condition satisfactory.
