NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Interpretation
2.1,6.7,5.1,2.0,58.0,24.0,0.0,1.0,48.0,1.0,0.7,0.4,1.3,0.0,1470.0,1046.0,682.0,45.0,947.0,0.5,0.7,5.5,0.0,91.4,0.1,Serious,Wear appears satisfactory. Copper level evident; but not significant and possibly indicates acceptable leeching from copper based components or copper oil cooler if fitted. Advice : Resample at the next service intervention.
12.0,6.6,15.0,0.9,8.9,87.0,35.0,3.6,1.5,0.9,1.5,0.7,1.3,1.0,198.0,10.0,457.0,168.0,22.0,0.6,0.8,3.3,0.0,33.0,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Iron high; possibly caused by any contamination present. Advice : Resample at the next service intervention. Identify source of ingress into system (e.g. product storage conditions & system seals) and feedback findings.  
12.0,7.4,2.5,1.0,15.0,83.0,1.9,1.6,1.7,0.8,5.4,0.5,1.3,0.0,3096.0,10.0,1286.0,79.0,1243.0,1.5,0.8,0.0,0.0,118.7,0.1,Normal,Condition satisfactory.
15.0,7.7,2.1,1.2,9.0,64.0,2.0,1.8,1.7,0.9,5.5,0.5,1.3,0.0,3099.0,10.0,1348.0,79.0,1234.0,1.7,0.8,0.0,0.0,118.8,0.1,Normal,Condition satisfactory.
1.7,3.1,1.2,1.2,1.3,3.8,0.0,1.0,0.7,0.9,0.2,0.4,1.3,0.0,86.0,2.0,318.0,7.3,434.0,0.2,0.8,0.0,0.0,44.4,0.1,Normal,Condition satisfactory.
14.0,10.0,1.6,1.0,14.0,43.0,108.0,1.4,1.6,0.9,1.3,0.4,1.3,0.1,3457.0,11.0,1132.0,88.0,1419.0,0.5,1.6,0.0,0.0,108.0,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
13.0,12.0,3.2,1.1,13.0,62.0,2.5,1.5,1.6,0.9,4.9,0.5,1.3,0.0,3036.0,11.0,1338.0,76.0,1215.0,1.7,0.8,0.0,0.0,115.6,0.1,Normal,Condition satisfactory.
11.0,14.0,2.3,0.5,0.7,6.8,1.1,1.8,0.7,0.9,0.3,0.4,1.3,0.0,3758.0,9.1,1186.0,102.0,1540.0,0.4,0.8,0.0,0.0,38.4,0.1,Normal,Condition satisfactory.
1.9,5.9,3.5,1.0,3.9,19.0,0.0,1.0,52.0,0.9,0.5,0.4,1.3,0.0,1491.0,982.0,689.0,50.0,947.0,0.5,0.7,2.8,0.0,115.8,0.1,Normal,Condition satisfactory.
2.7,4.9,1.6,0.6,1.7,4.6,1.0,0.0,1.5,1.3,1.0,1.1,1.2,0.3,70.0,1.7,318.0,8.5,420.0,0.1,0.1,1.5,0.9,41.1,0.1,Normal,Condition satisfactory.
12.0,13.0,2.5,0.1,0.9,6.8,3.4,0.3,1.3,1.3,1.1,1.1,1.2,0.2,3560.0,7.5,1109.0,103.0,1469.0,0.1,0.2,2.9,0.9,46.3,0.1,Normal,Condition satisfactory.
2.3,4.2,2.2,1.3,1.6,7.8,1.1,1.6,3.2,0.9,0.4,0.4,1.3,0.0,3872.0,9.8,345.0,99.0,470.0,0.5,0.8,2.9,0.0,44.4,0.1,Serious,Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
10.0,15.0,15.0,0.3,4.5,41.0,6.4,1.0,2.2,1.3,2.6,1.4,1.2,1.6,165.0,6.8,434.0,167.0,22.0,0.4,0.5,11.0,0.9,43.7,0.1,Normal,Condition satisfactory. 
13.0,11.0,6.1,0.5,32.0,66.0,0.9,0.3,3.3,1.3,3.3,1.4,1.2,0.3,2717.0,11.0,1241.0,76.0,1138.0,0.4,0.1,2.3,0.9,118.2,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
14.0,10.0,4.9,0.6,24.0,71.0,0.7,0.2,3.3,1.4,3.4,1.4,1.2,0.3,2856.0,12.0,1271.0,79.0,1185.0,0.4,0.1,2.1,0.9,117.6,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
2.6,5.1,2.7,0.2,1.5,4.9,0.6,0.0,1.3,1.4,1.0,1.1,1.2,0.4,102.0,1.8,314.0,9.7,424.0,0.1,0.1,1.5,0.9,39.9,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
18.0,7.3,3.0,0.3,53.0,25.0,1.3,1.2,2.0,1.5,2.5,1.2,1.2,1.9,3308.0,11.0,1034.0,88.0,1401.0,0.2,8.2,3.2,1.0,98.9,0.1,Caution,The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
14.0,9.3,5.2,0.6,36.0,80.0,0.8,0.4,3.3,1.5,3.4,1.5,1.2,0.3,2853.0,12.0,1227.0,79.0,1183.0,0.3,0.4,2.0,0.9,116.1,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
6.6,5.1,2.7,0.1,0.8,8.5,2.4,0.0,1.2,1.4,1.0,1.1,1.2,0.2,1275.0,3.6,626.0,142.0,531.0,0.1,0.2,2.4,0.9,34.3,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
11.0,4.4,8.8,0.7,4.9,43.0,36.0,3.1,1.2,0.9,1.3,0.5,1.3,1.4,217.0,4.8,478.0,166.0,27.0,0.5,0.8,3.6,0.0,35.7,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
12.0,10.0,3.3,1.5,12.0,96.0,2.5,0.0,1.1,0.9,6.8,0.5,1.3,0.0,2637.0,9.5,1442.0,71.0,1078.0,3.2,0.8,0.0,0.0,130.0,0.1,Normal,Condition satisfactory.
13.0,13.0,4.4,1.6,17.0,123.0,2.9,0.8,1.3,0.9,7.3,0.6,1.3,0.1,2838.0,11.0,1529.0,76.0,1122.0,3.7,0.8,0.0,0.0,130.1,0.1,Normal,Condition satisfactory.
12.0,12.0,5.8,1.7,25.0,128.0,7.5,0.0,1.0,0.8,16.0,0.5,1.3,0.0,2661.0,9.7,1444.0,72.0,1098.0,3.1,0.9,0.0,0.0,129.8,0.1,Normal,Condition satisfactory.
14.0,5.1,1.7,0.7,7.1,16.0,77.0,0.9,0.9,0.9,0.6,0.4,1.3,0.2,3611.0,11.0,1123.0,92.0,1427.0,0.3,1.7,0.0,0.0,108.5,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
12.0,13.0,3.3,0.6,0.8,7.1,3.6,0.0,0.8,0.9,0.4,0.4,1.3,0.0,3611.0,9.3,1216.0,101.0,1487.0,0.4,0.8,0.0,0.0,38.3,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.9,3.8,6.9,1.9,417.0,17.0,0.3,2.3,47.0,1.2,0.7,0.4,1.3,0.0,1477.0,973.0,719.0,73.0,922.0,0.5,0.7,11.0,0.0,89.7,0.1,Serious,Wear appears satisfactory. Copper level evident; but not significant and possibly indicates acceptable leeching from copper based components or copper oil cooler if fitted. Advice : Resample at the next service intervention.
12.0,9.5,20.0,0.9,7.2,82.0,55.0,3.3,1.4,0.9,1.3,0.4,1.3,1.2,186.0,3.6,464.0,166.0,3.2,0.7,0.7,4.6,0.0,35.7,0.1,Serious,Visible debris present. The level of aluminium suggests possible wear of casing/torque convertor. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change oil if not changed when sampled. Resample at the next service intervention.
1.2,6.3,1.9,0.9,1.8,5.3,0.5,0.0,0.8,0.9,0.2,0.4,1.3,0.0,90.0,1.2,357.0,10.0,465.0,0.3,0.7,0.0,0.0,41.1,0.1,Normal,Condition satisfactory.
11.0,5.2,8.6,0.7,6.2,52.0,29.0,2.5,0.9,0.9,1.1,0.5,1.3,1.2,177.0,3.8,452.0,164.0,11.0,0.5,0.8,3.8,0.0,37.7,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
1.1,4.6,0.8,0.7,1.3,3.8,1.0,1.0,0.8,0.9,0.2,0.4,1.3,0.0,76.0,2.0,345.0,8.8,458.0,0.3,0.7,0.0,0.0,42.7,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
15.0,8.7,1.7,0.8,11.0,23.0,52.0,1.5,2.0,0.9,0.7,0.4,1.3,0.5,3601.0,14.0,1155.0,101.0,1485.0,0.5,3.2,0.0,0.0,107.9,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
12.0,12.0,1.8,0.5,0.6,5.4,3.2,1.4,0.9,0.9,0.3,0.4,1.3,0.0,4080.0,10.0,1265.0,106.0,1639.0,0.4,0.8,0.0,0.0,40.0,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,5.4,6.3,0.7,5.3,51.0,46.0,2.9,1.6,0.9,1.0,0.5,1.3,1.1,201.0,4.4,457.0,167.0,9.6,0.6,0.8,4.0,0.0,34.5,0.1,Serious,Lead suggests wear of bearing/friction plate material. Advice : Change oil if not changed when sampled.
10.0,6.4,1.8,0.9,10.0,42.0,2.3,1.6,2.2,0.9,8.8,0.5,1.3,0.0,2501.0,10.0,1520.0,74.0,1058.0,1.3,0.8,0.0,0.0,130.0,0.1,Normal,Condition satisfactory.
10.0,9.8,2.4,1.4,9.6,109.0,3.9,1.6,2.2,0.9,4.4,0.5,1.3,0.0,2526.0,10.0,1518.0,73.0,1066.0,2.3,0.8,0.0,0.0,130.7,0.1,Normal,Condition satisfactory.
12.0,14.0,3.0,2.1,8.1,144.0,3.5,1.6,2.4,0.8,20.0,0.6,1.3,0.1,2511.0,13.0,1533.0,74.0,1032.0,3.8,0.8,0.0,0.0,131.6,0.1,Normal,Condition satisfactory.
1.1,3.5,0.9,0.7,1.2,3.2,0.8,1.2,0.7,0.9,0.2,0.4,1.3,0.0,74.0,1.9,334.0,8.7,430.0,0.2,0.7,0.0,0.0,42.7,0.1,Normal,Condition satisfactory.
15.0,9.3,1.7,1.0,12.0,38.0,50.0,1.2,2.9,0.9,0.9,0.5,1.3,0.2,3643.0,14.0,1148.0,101.0,1486.0,0.5,2.0,0.0,0.0,117.2,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
17.0,13.0,1.8,0.5,1.1,8.0,3.5,1.6,0.8,0.9,0.3,0.4,1.3,0.0,4200.0,9.8,1298.0,109.0,1680.0,0.4,0.8,0.0,0.0,39.3,0.1,Caution,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
11.0,5.7,5.2,0.2,4.0,26.0,6.0,0.6,2.1,1.4,1.8,1.2,1.2,1.8,198.0,4.0,444.0,164.0,35.0,0.4,0.5,5.1,0.9,35.2,0.1,Normal,Condition satisfactory.
2.5,4.2,1.6,0.2,1.1,2.0,0.7,0.0,1.4,1.5,1.0,1.1,1.2,0.4,60.0,1.4,336.0,9.5,411.0,0.1,0.1,1.5,0.9,41.8,0.1,Normal,Condition satisfactory.
8.1,10.0,8.9,1.7,33.0,188.0,1.3,0.2,1.5,1.5,9.5,2.6,1.2,0.5,549.0,2.8,1890.0,24.0,287.0,0.8,0.2,2.9,0.9,191.7,0.1,Normal,Condition satisfactory.
12.0,4.8,9.6,0.2,4.9,39.0,31.0,1.9,2.0,1.4,1.9,1.2,1.2,1.4,162.0,3.3,428.0,157.0,14.0,0.4,0.1,4.2,0.9,34.4,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
2.3,3.3,1.6,0.1,1.3,2.5,0.6,0.0,1.5,1.3,1.0,1.1,1.2,0.3,64.0,1.0,327.0,8.8,418.0,0.1,0.1,1.4,0.9,42.7,0.1,Normal,Condition satisfactory.
13.0,7.3,2.3,0.2,7.2,14.0,40.0,0.0,2.9,1.4,1.5,1.1,1.2,0.9,3434.0,11.0,1088.0,99.0,1440.0,0.2,1.1,3.3,0.9,111.2,0.1,Normal,Condition satisfactory.
15.0,12.0,2.5,0.1,0.7,5.7,2.7,0.2,1.3,1.3,1.1,1.1,1.2,0.2,3699.0,7.8,1140.0,107.0,1526.0,0.1,0.2,3.5,0.9,39.1,0.1,Normal,Condition satisfactory.
14.0,11.0,1.7,1.2,24.0,45.0,121.0,1.7,1.8,0.9,1.3,0.4,1.3,0.1,3469.0,11.0,1106.0,88.0,1392.0,0.5,1.6,0.0,0.0,102.9,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
11.0,4.6,7.2,0.7,3.9,41.0,30.0,3.6,1.1,0.9,1.0,0.4,1.3,1.5,327.0,4.6,477.0,158.0,87.0,0.4,0.8,3.3,0.0,35.9,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
1.0,3.7,0.7,0.7,1.1,2.6,0.7,1.2,0.6,0.9,0.2,0.4,1.3,0.0,77.0,1.0,331.0,8.9,439.0,0.2,0.8,0.0,0.0,44.4,0.1,Normal,Condition satisfactory.
13.0,9.4,1.8,0.8,9.4,19.0,52.0,1.2,9.1,0.9,0.7,0.5,1.3,0.4,3535.0,14.0,1146.0,94.0,1479.0,0.4,1.8,0.0,0.0,107.2,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,12.0,1.9,0.5,0.4,3.8,2.5,1.4,0.7,0.9,0.3,0.4,1.3,0.0,3948.0,9.6,1242.0,110.0,1608.0,0.3,0.8,0.0,0.0,38.8,0.1,Normal,Condition satisfactory.
10.0,4.6,1.8,0.6,1.2,14.0,2.2,1.3,0.6,0.9,0.5,0.4,1.3,0.0,198.0,2.2,496.0,190.0,9.0,0.3,0.8,6.1,0.0,36.5,0.1,Normal,Condition satisfactory.
14.0,5.5,1.6,0.7,15.0,24.0,0.7,1.8,0.7,0.9,1.6,0.6,1.3,0.0,2799.0,9.3,1466.0,79.0,1202.0,0.4,0.7,0.0,0.0,125.5,0.1,Normal,Condition satisfactory.
14.0,6.5,1.7,0.7,16.0,25.0,0.0,1.7,0.8,0.9,1.6,0.6,1.3,0.0,2842.0,9.5,1444.0,79.0,1189.0,0.3,0.7,0.0,0.0,124.8,0.1,Normal,Condition satisfactory.
1.3,3.2,0.5,0.6,1.0,1.3,1.1,1.1,0.9,0.9,0.1,0.4,1.3,0.0,92.0,2.9,348.0,11.0,444.0,0.2,0.7,0.0,0.0,42.7,0.1,Normal,Condition satisfactory.
18.0,8.3,1.7,0.6,8.9,8.3,0.4,1.3,1.0,0.9,0.5,0.4,1.3,0.0,3949.0,14.0,1203.0,104.0,1564.0,0.3,1.8,0.0,0.0,110.2,0.1,Normal,Condition satisfactory.
14.0,6.4,1.6,0.7,17.0,26.0,0.6,1.2,0.8,0.9,1.7,0.5,1.3,0.0,2869.0,9.3,1449.0,77.0,1174.0,0.3,0.7,0.0,0.0,125.5,0.1,Normal,Condition satisfactory.
9.0,7.7,1.6,0.5,0.3,9.7,4.6,0.7,1.2,0.9,0.2,0.4,1.3,0.0,1064.0,7.6,564.0,124.0,434.0,0.3,0.8,3.8,0.0,34.8,0.1,Normal,Condition satisfactory.
10.0,15.0,16.0,4.3,79.0,665.0,3.7,1.2,1.0,1.0,16.0,3.3,0.3,6.6,54.0,3.2,2000.0,8.9,107.0,3.3,0.7,1.1,0.0,195.9,0.1,Serious,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.
14.0,8.1,1.8,0.6,18.0,8.1,0.4,1.1,6.3,0.9,0.7,0.4,1.3,0.0,3712.0,29.0,1124.0,106.0,1476.0,0.3,1.9,0.0,0.0,113.1,0.1,Normal,Condition satisfactory.
7.4,13.0,12.0,4.3,52.0,547.0,0.7,1.0,1.2,0.8,15.0,2.8,1.4,0.0,80.0,2.8,2000.0,10.0,58.0,2.4,0.8,0.0,0.0,201.9,0.1,Caution,The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
1.1,7.8,0.6,2.1,0.3,4.8,1.0,1.7,1.0,0.9,0.1,0.4,1.3,0.1,80.0,1.8,350.0,5.3,427.0,0.3,0.7,0.0,0.0,36.9,0.1,Normal,Condition satisfactory.
3.2,16.0,1.8,6.4,34.0,349.0,18.0,5.2,6.2,0.8,3.5,0.6,1.3,0.1,1428.0,38.0,489.0,29.0,613.0,2.5,0.8,0.0,0.0,45.6,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
2.9,17.0,1.6,5.9,58.0,359.0,39.0,5.1,6.6,0.8,3.5,0.5,1.3,0.1,1873.0,37.0,716.0,37.0,896.0,2.3,0.9,0.0,0.0,49.1,0.1,Caution,The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at the next service intervention.
10.0,4.2,5.0,0.7,3.1,29.0,33.0,1.9,1.4,0.9,0.9,0.4,1.3,1.3,210.0,4.2,453.0,159.0,18.0,0.5,0.8,3.7,0.0,35.2,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
12.0,5.6,1.6,0.7,6.4,17.0,1.2,0.0,2.4,0.9,3.0,0.6,1.3,0.0,2653.0,12.0,1395.0,80.0,1154.0,0.7,0.8,0.0,0.0,126.8,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
11.0,6.1,1.9,0.7,7.5,25.0,1.1,0.0,2.1,0.9,4.2,0.5,1.3,0.0,2223.0,8.8,1555.0,66.0,938.0,0.6,0.8,0.0,0.0,137.2,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
1.4,3.8,0.5,0.6,1.0,2.0,1.0,0.0,0.9,0.9,0.2,0.4,1.3,0.0,81.0,1.9,343.0,8.5,454.0,0.2,0.7,0.0,0.0,42.9,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
14.0,8.3,1.6,0.6,3.7,10.0,20.0,0.0,2.7,0.9,0.4,0.4,1.3,0.1,3516.0,15.0,1165.0,99.0,1438.0,0.2,1.6,0.0,0.0,113.9,0.1,Normal,Condition satisfactory.
12.0,8.2,1.8,0.8,9.2,27.0,1.9,0.0,2.2,0.9,4.6,0.5,1.3,0.0,2482.0,11.0,1520.0,74.0,1067.0,0.8,0.8,0.0,0.0,133.8,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
12.0,13.0,1.8,0.5,0.4,7.2,1.9,0.0,1.2,0.9,0.4,0.4,1.3,0.0,4066.0,10.0,1261.0,106.0,1635.0,0.4,0.8,0.0,0.0,39.6,0.1,Normal,Condition satisfactory.
9.1,4.5,5.4,0.8,3.7,51.0,7.6,0.8,2.0,0.9,1.6,0.4,1.3,1.0,178.0,4.2,430.0,155.0,17.0,0.8,1.3,6.9,0.0,35.5,0.1,Normal,Condition satisfactory.
14.0,8.7,2.6,0.9,14.0,62.0,0.6,0.0,6.8,0.9,1.4,0.5,1.3,0.0,3426.0,30.0,1138.0,100.0,1378.0,0.5,0.8,0.0,0.0,116.4,0.1,Normal,Condition satisfactory.
14.0,8.9,2.7,1.1,15.0,64.0,1.0,0.0,6.9,1.0,1.6,0.7,1.4,0.0,3404.0,29.0,1149.0,99.0,1370.0,0.7,0.9,0.0,0.0,115.9,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
1.9,4.5,1.1,0.7,1.2,7.2,0.0,0.0,0.8,0.9,0.2,0.4,1.3,0.0,109.0,3.9,340.0,10.0,445.0,0.2,0.7,0.0,0.0,42.0,0.1,Normal,Condition satisfactory.
13.0,9.0,2.6,1.0,15.0,67.0,0.8,0.6,6.7,0.9,1.5,0.6,1.3,0.0,3466.0,29.0,1164.0,98.0,1386.0,0.6,0.8,0.0,0.0,116.1,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
13.0,22.0,5.2,1.2,11.0,70.0,0.5,0.0,6.6,0.9,1.4,0.8,1.3,0.0,3276.0,31.0,1096.0,96.0,1326.0,0.8,0.8,0.0,0.0,115.5,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
11.0,7.9,3.6,0.6,0.6,18.0,6.8,0.0,0.7,0.9,0.3,0.4,1.3,0.0,1132.0,5.9,580.0,127.0,465.0,0.3,0.8,4.9,0.0,37.3,0.1,Normal,Condition satisfactory.
4.5,8.0,8.5,1.8,36.0,26.0,0.5,1.6,45.0,0.9,3.1,0.4,1.3,0.0,1330.0,1063.0,740.0,82.0,930.0,0.8,0.8,3.6,0.0,70.2,0.1,Caution,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at recommended sampling interval to follow trends.
5.4,3.8,2.5,0.9,3.4,10.0,0.0,0.0,49.0,0.9,0.5,0.4,1.3,0.0,1299.0,1025.0,785.0,83.0,992.0,0.6,0.7,3.5,0.0,86.9,0.1,Normal,Condition satisfactory.
8.7,8.7,5.1,0.5,8.3,67.0,2.6,0.2,1.5,1.5,3.2,1.5,1.2,0.4,2115.0,5.2,1240.0,70.0,986.0,0.3,0.2,2.4,0.9,38.7,0.1,Serious,Visible debris present (metal / metal-like particles). The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.
5.0,9.7,8.6,1.1,24.0,35.0,0.2,0.0,43.0,0.1,3.1,0.0,1.1,0.6,1334.0,966.0,736.0,97.0,920.0,1.4,0.1,3.8,0.0,67.6,0.1,Caution,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at recommended sampling interval to follow trends. 
6.6,9.0,8.4,1.6,49.0,162.0,0.8,0.2,1.5,1.7,8.9,1.8,1.2,0.4,51.0,1.7,2000.0,12.0,54.0,0.9,0.2,2.3,0.9,189.8,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
7.4,10.0,9.9,2.2,43.0,240.0,0.8,0.2,1.5,1.4,12.0,2.4,1.2,0.4,43.0,2.0,2000.0,11.0,45.0,1.3,0.2,2.4,0.9,191.6,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
2.5,5.2,18.0,3.6,155.0,49.0,0.4,0.3,0.6,0.2,5.2,0.0,0.1,0.7,2541.0,45.0,624.0,8.7,814.0,1.4,0.1,5.8,0.0,71.6,0.1,Serious,The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Wear rates appear satisfactory for wear in period. Advice : Resample at recommended sampling interval to follow trends.
11.0,7.3,3.1,0.6,9.6,61.0,1.5,0.0,2.8,1.4,5.0,1.2,1.2,0.4,2447.0,8.9,1386.0,77.0,1049.0,1.1,0.2,2.4,0.9,129.2,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
3860.0,10.0,6.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,4.4,7.5,0.0,0.0,0.0,0.0,798.0,0.0,2.5,,Caution,Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4155.0,19.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,10.0,0.0,0.0,0.0,0.0,482.0,0.0,2.3,,Caution,No application details known. Data Only. No diagnosis provided. Advice : Confirm application. 
7.6,15.0,13.0,4.1,71.0,563.0,1.3,2.9,1.1,0.7,16.0,1.9,1.4,0.1,37.0,2.1,2000.0,10.0,44.0,2.8,0.8,0.0,0.0,203.2,0.1,Caution,No application details known. Data Only. No diagnosis provided. Advice : Confirm application. Visible debris present. Too much debris to give reliable ISO cleanliness code.
3.7,5.8,17.0,5.4,164.0,53.0,1.1,1.9,3.5,0.3,4.5,0.1,0.2,0.7,2369.0,115.0,639.0,21.0,810.0,1.0,0.3,7.4,0.0,71.9,0.1,Serious,The levels of Iron and Aluminium suggest possible wear of the cylinder bores and piston. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Wear rates appear satisfactory for wear in period. Advice : Resample at the next service intervention.
3.4,5.2,18.0,3.4,284.0,43.0,1.9,1.5,2.4,0.8,3.8,0.0,0.1,0.9,2189.0,93.0,653.0,19.0,818.0,0.6,0.2,7.5,0.0,70.9,0.1,Serious,The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at the next service intervention.
5.0,8.5,19.0,1.6,24.0,42.0,0.0,0.0,42.0,0.1,3.4,0.0,1.1,0.6,1308.0,935.0,700.0,102.0,871.0,1.2,0.2,3.7,0.0,72.4,0.1,Caution,The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Wear rates appear satisfactory for wear in period. Advice : Resample at the next service intervention.
20.0,1000.0,500.0,19.0,250.0,1762.0,146.0,0.7,2.3,0.1,40.0,49.0,2.2,39.0,27833.0,152.0,1149.0,119.0,1463.0,7.4,2.7,153.0,0.1,237.8,10.0,Serious,Visible debris present. Water level serious. Potassium suggests possible environmental contamination or contamination with a potassium based product. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. The levels of Copper and Lead suggest possible wear of a bearing or bush type material. The levels of Iron; Chromium and ferrous debris suggest wear of gear/ shaft and bearing type materials. Titanium usually present possibly in form of contamination by paint type products or lubricant additive. However; it can also be present as a wear metal. Advice : Change fluid and check unit for source of contamination. Check unit for abnormal noise and heat and feedback findings before next sample. 
